City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
265,kannangad,12.3081,75.1063,26.0,85,70,2.83,IN,1717975989
266,san fernando,15.0286,120.6898,25.85,72,86,0.72,PH,1717975990
267,puerto deseado,-47.7503,-65.8938,6.29,92,100,7.3,AR,1717975924
268,vorkuta,67.5,64.0,2.28,96,100,1.79,RU,1717975993
269,kargasok,59.0556,80.8572,12.76,57,0,3.13,RU,1717975994
270,chebba,35.2372,11.115,22.88,83,100,6.97,TN,1717975995
271,hamilton,39.1834,-84.5333,25.97,36,75,4.63,US,1717975941
272,terrace,54.5163,-128.6035,18.95,48,75,6.69,CA,1717975997
273,enterprise,36.0252,-115.2419,39.07,7,75,5.14,US,1717975805
274,taksimo,56.3444,114.8794,15.16,53,0,0.82,RU,1717975999
275,ola,59.5833,151.2833,8.97,86,99,1.77,RU,1717976000
276,ilhabela,-23.7781,-45.3581,21.03,83,8,1.74,BR,1717976000
277,chibougamau,49.9168,-74.3659,13.79,100,100,2.06,CA,1717976002
278,bubaque,11.2833,-15.8333,26.61,80,45,6.9,GW,1717975925
279,turabah,21.2141,41.6331,28.07,26,6,1.98,SA,1717976003
280,hwangju-up,38.6703,125.7761,22.96,66,7,1.86,KP,1717976004
281,vila franca do campo,37.7167,-25.4333,18.27,99,31,2.66,PT,1717975920
282,omerli,37.4022,40.9541,26.24,39,64,4.17,TR,1717976005
283,west end,26.6833,-78.9667,29.99,75,0,6.4,BS,1717976006
284,lucapa,-8.4192,20.7447,18.5,33,6,1.6,AO,1717976007
285,portstewart,55.1813,-6.714,10.18,75,43,7.57,GB,1717976008
286,hithadhoo,-0.6,73.0833,28.02,75,99,1.93,MV,1717976008
287,mejit,10.2753,170.8646,28.33,80,63,7.62,MH,1717975942
288,mutuali,-14.8706,37.0044,14.18,94,53,1.22,MZ,1717976010
289,hradec kralove,50.2092,15.8328,17.94,87,77,1.37,CZ,1717975700
290,kolonia,50.9333,6.95,12.19,77,0,1.54,DE,1717975795
291,tortoli,39.9256,9.6572,23.9,60,0,4.63,IT,1717976012
292,yangambi,0.8102,24.4336,22.05,89,94,1.17,CD,1717976013
293,tallahassee,30.4383,-84.2807,34.91,52,0,4.63,US,1717975832
294,zelenoborskiy,66.845,32.3622,6.3,89,79,3.93,RU,1717976014
295,sayat,38.7839,63.8803,24.93,18,13,1.28,TM,1717976016
296,changping,40.2186,116.2197,22.8,38,46,0.89,CN,1717976017
297,west livingston,30.6983,-95.0019,32.03,74,16,3.13,US,1717976017
298,kyshtovka,56.555,76.6271,11.3,81,71,2.24,RU,1717976018
299,hammerfest,70.6634,23.6821,12.25,66,100,4.12,NO,1717976019
300,kourou,5.1552,-52.6478,27.03,89,76,2.05,GF,1717975857
301,bac kan,22.1333,105.8333,24.58,99,100,0.18,VN,1717976020
302,coruripe,-10.1256,-36.1756,23.88,85,2,4.1,BR,1717976021
303,saguenay,48.4168,-71.0657,15.6,93,100,3.09,CA,1717975807
304,sakleshpur,12.9667,75.7833,19.33,96,99,3.53,IN,1717976022
305,alofi,-19.0595,-169.9187,24.94,65,75,8.23,NU,1717975918
306,presidente bernardes,-22.0061,-51.5531,26.21,43,90,2.58,BR,1717976024
307,yuzhno-kurilsk,44.0306,145.8556,11.32,93,100,4.44,RU,1717976025
308,madera,37.1666,-119.8343,34.2,26,45,4.26,US,1717976009
309,port lincoln,-34.7333,135.8667,15.59,66,100,3.22,AU,1717975815
310,bonthe,7.5264,-12.505,26.83,81,70,2.84,SL,1717976027
311,carutapera,-1.195,-46.02,23.95,96,84,2.59,BR,1717976028
312,peterhead,57.5058,-1.7981,9.22,82,57,9.73,GB,1717975916
313,okha,53.5739,142.9478,9.58,89,100,4.47,RU,1717975916
314,yeniseysk,58.4497,92.1703,10.53,91,100,2.24,RU,1717976030
315,mezokovacshaza,46.4,20.9167,23.4,77,15,3.71,HU,1717976031
316,tadine,-21.55,167.8833,25.78,70,100,1.34,NC,1717976031
317,callao,-12.0667,-77.15,19.29,72,100,4.63,PE,1717975937
318,puerto baquerizo moreno,-0.9,-89.6,22.8,86,79,3.71,EC,1717975808
319,isangel,-19.55,169.2667,28.06,69,40,2.57,VU,1717976034
320,kapa'a,22.0752,-159.319,30.99,71,0,6.69,US,1717975915
321,marsh harbour,26.5412,-77.0636,29.1,70,57,2.23,BS,1717975946
322,coquimbo,-29.9533,-71.3436,13.85,79,0,2.06,CL,1717975740
323,tokombere,11.2271,13.4858,29.09,47,82,2.8,NG,1717976040
324,conception bay south,47.4999,-52.9981,12.08,93,100,5.48,CA,1717975992
325,smithers,54.7804,-127.1743,21.18,46,75,4.63,CA,1717975888
326,al ghayzah,16.2079,52.176,29.04,85,15,4.21,YE,1717976046
327,aketi,2.7388,23.7833,22.1,99,100,0.47,CD,1717975931
328,galle,6.0367,80.217,28.85,81,93,0.45,LK,1717976050
329,aginskoye,51.1,114.53,15.77,67,37,2.21,RU,1717976051
330,ciudad acuna,29.3232,-100.9522,39.32,29,0,2.57,MX,1717976052
331,naze,28.3667,129.4833,24.51,79,100,1.45,JP,1717976053
332,tomatlan,19.9333,-105.25,28.15,57,0,4.51,MX,1717976054
333,luebo,-5.35,21.4167,20.17,46,70,0.71,CD,1717976055
334,malindi,-3.2175,40.1191,26.09,78,60,7.75,KE,1717976055
335,taveta,-3.3963,37.6736,17.94,78,43,2.63,KE,1717976057
336,abu jibeha,11.4562,31.2285,27.48,62,88,2.9,SD,1717976058
337,kodinar,20.7903,70.7031,28.83,78,61,5.94,IN,1717976059
338,taulaga,-11.0553,-171.0883,28.0,75,95,8.77,AS,1717976060
339,mossel bay,-34.1831,22.146,9.96,75,6,2.94,ZA,1717976060
340,nikolayevsk-on-amure,53.1406,140.73,10.12,97,100,1.79,RU,1717975927
341,happy valley-goose bay,53.3168,-60.3315,18.17,63,75,6.69,CA,1717975810
342,la rioja,42.25,-2.5,6.88,97,90,1.89,ES,1717976063
343,uporovo,56.3109,66.2693,14.98,97,100,3.41,RU,1717976063
344,fale old settlement,-9.3852,-171.2468,28.41,75,87,4.63,TK,1717975922
345,ecoporanga,-18.3733,-40.8306,17.92,86,35,0.74,BR,1717976065
346,chernyakhovsk,54.6335,21.8156,9.16,94,17,3.55,RU,1717976066
347,lata,40.1629,-8.3327,13.67,98,100,0.35,PT,1717976066
348,cabo san lucas,22.8909,-109.9124,26.17,67,0,5.66,MX,1717975925
349,pachino,36.7186,15.0907,22.02,74,100,2.18,IT,1717976068
350,mapimi,25.8167,-103.85,33.82,15,20,5.74,MX,1717976069
351,al jaradiyah,16.5795,42.9124,33.72,40,14,0.03,SA,1717976069
352,fafe,41.4542,-8.168,17.38,88,94,0.98,PT,1717976071
353,montepuez,-13.1256,38.9997,17.26,77,62,4.59,MZ,1717976072
354,sao joao da barra,-21.6403,-41.0511,21.05,77,19,7.33,BR,1717976072
355,fontenay-le-comte,46.5833,-1.0,15.8,84,42,3.54,FR,1717976074
356,laojunmiao,39.8333,97.7333,18.4,24,100,1.24,CN,1717976075
357,kudahuvadhoo,2.6708,72.8944,28.41,77,75,4.24,MV,1717976075
358,bodaybo,57.8506,114.1933,15.49,64,0,1.11,RU,1717976076
359,ancud,-41.8697,-73.8203,9.62,87,85,5.14,CL,1717975922
360,tanumah,27.1,44.1333,34.59,15,83,2.59,SA,1717976078
361,labytnangi,66.6572,66.4183,6.88,85,94,2.11,RU,1717975864
362,isabela,6.7085,121.9711,28.03,75,90,0.41,PH,1717976079
363,brigantine,39.4101,-74.3646,22.89,81,39,5.43,US,1717976080
364,graaff-reinet,-32.2522,24.5308,11.56,51,4,3.27,ZA,1717976081
365,sarai mir,26.0167,82.9167,33.81,20,5,2.53,IN,1717976082
366,mazabuka,-15.856,27.748,15.32,64,24,1.94,ZM,1717976083
367,hollidaysburg,40.4273,-78.3889,22.04,45,100,4.12,US,1717976084
368,kashgar,39.4547,75.9797,18.56,59,0,0.0,CN,1717976084
369,severo-yeniseyskiy,60.3725,93.0408,8.1,98,82,1.34,RU,1717976085
370,abadan,30.3392,48.3043,28.97,74,7,3.09,IR,1717976086
371,ioannina,39.6675,20.8508,19.86,83,7,0.0,GR,1717976087
372,arkalyk,50.2486,66.9114,19.7,75,33,3.53,KZ,1717976087
373,mwene-ditu,-7.0,23.45,17.45,46,3,2.35,CD,1717975929
374,goz beida,13.95,20.55,28.07,50,100,3.99,TD,1717976089
375,wynyard,-41.0,145.7167,9.47,62,3,2.55,AU,1717975922
376,malanje,-9.5402,16.341,16.18,46,24,2.16,AO,1717976090
377,ormara,25.2088,64.6357,28.1,88,0,6.17,PK,1717976091
378,pangai,-19.8,-174.35,25.06,65,40,7.2,TO,1717976092
379,jinghong,21.991,100.7341,22.71,99,100,0.34,CN,1717976092
380,greymouth,-42.4667,171.2,14.16,92,82,4.43,NZ,1717976093
381,tzimol,16.2667,-92.2667,22.1,70,87,3.32,MX,1717976094
382,rasht,37.2808,49.5832,22.9,100,40,3.09,IR,1717976094
383,dunedin,-45.8742,170.5036,9.33,66,100,5.36,NZ,1717975874
384,la gomera,14.0833,-91.05,29.84,86,94,3.01,GT,1717976096
385,buala,-8.145,159.5921,29.31,75,100,4.26,SB,1717976097
386,kavaratti,10.5669,72.642,28.08,83,100,6.63,IN,1717975913
387,shahba,32.8551,36.629,18.91,52,0,4.58,SY,1717975922
388,khandyga,62.6667,135.6,17.96,39,76,2.73,RU,1717975923
389,saint-francois,46.4154,3.9054,13.01,94,82,1.54,FR,1717976099
390,nicoya,10.1483,-85.452,24.7,97,100,1.28,CR,1717976100
391,port alberni,49.2413,-124.8028,25.49,56,16,4.02,CA,1717975974
392,castellar del valles,41.6167,2.0833,21.05,75,0,1.34,ES,1717976102
393,tianpeng,30.9866,103.9393,21.26,72,84,0.47,CN,1717976103
394,jeremie,18.65,-74.1167,27.14,82,100,0.95,HT,1717976104
395,praia,14.9215,-23.5087,23.3,78,20,7.72,CV,1717976105
396,singaraja,-8.112,115.0882,27.18,82,4,0.93,ID,1717976106
397,eenhana,-17.4667,16.3333,14.22,42,1,3.58,NA,1717976107
398,karratha,-20.7377,116.8463,19.87,58,0,2.9,AU,1717976107
399,antonio enes,-16.2325,39.9086,22.22,76,80,6.79,MZ,1717976108
400,vila velha,-20.3297,-40.2925,20.97,94,0,2.06,BR,1717975824
401,bereznik,62.8551,42.7072,8.46,96,52,1.03,RU,1717975930
402,san mariano,7.5,126.0,27.03,79,70,1.16,PH,1717976110
403,port nelson,23.6333,-74.8333,26.98,74,98,6.32,BS,1717976111
404,palmer,42.1584,-72.3287,20.65,68,39,0.45,US,1717976113
405,dolinsk,47.35,142.8,14.84,98,100,3.48,RU,1717976113
406,ouani,-12.1322,44.4258,25.73,73,100,6.97,KM,1717976114
407,margate,51.3813,1.3862,14.06,68,100,2.68,GB,1717975842
408,kroonstad,-27.6504,27.2349,6.91,57,3,1.78,ZA,1717976115
409,fortuna,40.5982,-124.1573,16.63,86,100,5.66,US,1717976116
410,secunda,-26.55,29.1667,2.4,86,1,1.36,ZA,1717976117
411,walvis bay,-22.9575,14.5053,17.83,63,39,3.86,NA,1717976118
412,vallenar,-28.5708,-70.7581,13.66,52,100,1.21,CL,1717975885
413,koryazhma,61.3143,47.1691,10.51,97,69,1.95,RU,1717976119
414,sitka,57.0531,-135.33,10.94,76,100,5.66,US,1717976120
415,kilindoni,-7.9139,39.6668,26.29,69,91,10.72,TZ,1717976120
416,praia da vitoria,38.7333,-27.0667,18.2,82,20,3.39,PT,1717976122
417,quellon,-43.1167,-73.6167,9.84,87,94,4.81,CL,1717976123
418,satkhira,22.7167,89.1,29.17,82,100,5.45,BD,1717976123
419,broome,42.2506,-75.833,16.21,91,100,2.06,US,1717975940
420,jinka,5.65,36.65,17.05,84,53,1.04,ET,1717976125
421,minab,27.1467,57.0801,31.18,79,9,0.0,IR,1717976126
422,mammoth lakes,37.6485,-118.9721,24.4,37,40,6.17,US,1717976069
423,geraldton,-28.7667,114.6,19.23,68,100,4.63,AU,1717975887
424,taoudenni,22.6783,-3.9836,37.55,15,3,6.48,ML,1717976128
425,usogorsk,63.4106,48.6872,7.59,92,70,2.25,RU,1717975942
426,mahbubabad,17.6167,80.0167,26.49,78,59,2.55,IN,1717976130
427,horta,38.5333,-28.6333,19.45,86,92,4.02,PT,1717976130
428,zakamensk,50.3741,103.2863,15.03,87,96,1.04,RU,1717976131
429,teuva,62.4819,21.7416,6.99,93,54,3.98,FI,1717976132
430,nelson bay,-32.7167,152.15,13.95,68,4,1.34,AU,1717976133
431,babolsar,36.7025,52.6576,23.31,69,46,5.46,IR,1717976133
432,argo,37.6333,22.7333,25.22,52,3,1.44,GR,1717976134
433,kangding,30.0513,101.9603,15.15,91,97,1.33,CN,1717976135
434,nuuk,64.1835,-51.7216,4.34,100,100,15.43,GL,1717976136
435,kandyagash,49.4744,57.4233,15.66,87,6,3.16,KZ,1717976136
436,am timan,11.0297,20.2827,26.98,58,89,1.22,TD,1717976137
437,murzuq,25.9155,13.9184,27.03,11,0,2.94,LY,1717976138
438,auki,-8.7676,160.7034,30.19,66,79,1.71,SB,1717976139
439,langepas,61.2544,75.2124,13.99,57,5,2.31,RU,1717976140
440,basco,20.4487,121.9702,28.55,77,100,5.95,PH,1717976141
441,mont-dore,-22.2833,166.5833,24.99,99,100,2.05,NC,1717976142
442,salinopolis,-0.6136,-47.3561,25.48,90,70,4.68,BR,1717975934
443,thunder bay,48.4001,-89.3168,19.99,26,40,5.14,CA,1717975861
444,priladozhskiy,59.85,31.4833,10.3,1,87,2.38,RU,1717976144
445,debre tabor,11.85,38.0167,13.24,84,50,1.51,ET,1717976145
446,kirensk,57.7853,108.1119,10.54,66,94,1.79,RU,1717975919
447,winterset,41.3308,-94.0138,28.06,66,17,4.79,US,1717976147
448,tulun,54.5611,100.5792,14.96,86,76,3.84,RU,1717976147
449,caninde,-4.3589,-39.3117,23.55,83,58,0.45,BR,1717976148
450,kampene,-3.6,26.6667,19.12,64,57,0.93,CD,1717976149
451,pimenta bueno,-11.6725,-61.1936,23.68,54,32,0.94,BR,1717976150
452,sodankyla,67.4167,26.6,9.15,95,100,2.51,FI,1717975881
453,galdar,28.147,-15.6502,21.28,81,41,4.97,ES,1717976151
454,berezovyy,51.6667,135.7,11.15,98,100,2.66,RU,1717976152
455,kirakira,-10.4544,161.9205,29.26,76,71,4.13,SB,1717976153
456,jayapura,-2.5333,140.7,28.66,67,37,1.65,ID,1717976153
457,patacamaya,-17.2333,-67.9167,8.46,42,67,2.36,BO,1717976154
458,shengli,37.4564,118.4856,30.93,27,42,2.68,CN,1717976155
459,pionerskiy,54.9508,20.2275,10.08,82,60,5.74,RU,1717976156
460,vernon,50.2581,-119.2691,27.09,29,87,1.03,CA,1717976143
461,aitape,-3.1374,142.3475,30.12,68,15,1.29,PG,1717976157
462,mijas,36.5957,-4.6373,20.59,60,0,2.57,ES,1717976158
463,piggs peak,-25.9667,31.25,5.39,77,0,1.95,SZ,1717976158
464,kot radha kishan,31.1725,74.0997,30.06,26,18,2.88,PK,1717976159
465,yen vinh,18.6667,105.6667,27.57,83,86,0.92,VN,1717976160
466,hasaki,35.7333,140.8333,19.22,84,100,4.53,JP,1717975938
467,back mountain,41.3359,-75.9963,21.45,65,58,1.1,US,1717976161
468,borzya,50.3833,116.5167,17.64,61,46,2.49,RU,1717975873
469,mongu,-15.2484,23.1274,14.59,49,6,4.24,ZM,1717976163
470,mandalgovi,45.7625,106.2708,19.68,38,19,6.51,MN,1717976164
471,shevchenko,48.5,35.0,20.18,57,68,2.33,UA,1717976164
472,sao francisco,-15.9486,-44.8644,22.17,48,58,2.57,BR,1717976165
473,mar del plata,-38.0023,-57.5575,14.49,93,40,5.36,AR,1717975807
474,crane,31.3974,-102.3501,38.55,11,68,3.15,US,1717976169
475,buka,40.8108,69.1986,24.1,32,19,1.68,UZ,1717976170
476,pandan,14.0453,124.1694,29.47,75,92,1.67,PH,1717976170
477,campbellton,48.0075,-66.6727,14.25,99,92,2.62,CA,1717976131
478,ponta delgada,37.7333,-25.6667,18.44,82,75,2.57,PT,1717976172
479,rabo de peixe,37.8,-25.5833,17.77,99,75,2.57,PT,1717975938
480,tinghir,31.5157,-5.5343,23.92,27,64,1.92,MA,1717976173
481,talara,-4.5772,-81.2719,22.42,73,0,5.82,PE,1717976174
482,novaya igirma,57.1334,103.9112,11.25,97,100,1.33,RU,1717976175
483,stettler,52.3168,-112.7186,13.34,57,100,4.51,CA,1717976176
484,nadym,65.5333,72.5167,9.42,53,100,7.13,RU,1717976177
485,fauske,67.2588,15.3918,14.32,57,54,1.06,NO,1717976178
486,bayanaul,50.7889,75.6956,18.84,67,90,2.38,KZ,1717976179
487,chillicothe,39.3331,-82.9824,24.69,39,75,3.6,US,1717976138
488,tofol,5.3248,163.0078,30.88,70,75,3.6,FM,1717976180
489,nova vicosa,-17.8919,-39.3719,24.29,74,100,3.64,BR,1717975912
490,sweetwater,25.7634,-80.3731,31.67,78,75,4.63,US,1717976182
491,akobo,7.4344,3.9497,24.75,94,75,2.06,NG,1717976183
492,irtyshsk,53.3333,75.4572,16.48,92,91,4.48,KZ,1717976184
493,morehead,37.2711,-87.1764,21.97,86,40,2.57,US,1717976185
494,recani,31.2846,-4.2688,27.98,15,17,3.52,MA,1717976186
495,big bend,-26.8167,31.9333,6.05,93,0,0.0,SZ,1717976003
496,al muwayh,22.4333,41.7583,30.53,22,50,3.9,SA,1717976187
497,grand-bassam,5.2118,-3.7388,26.98,89,86,3.95,CI,1717976188
498,trairi,-3.2778,-39.2689,25.66,85,83,4.04,BR,1717975934
499,bjuv,56.0837,12.9191,11.96,83,75,5.14,SE,1717976190
500,modimolle,-24.7,28.4,6.12,69,0,1.16,ZA,1717976190
501,turpan,42.9333,89.1667,33.15,20,0,0.89,CN,1717976191
502,zavodoukovsk,56.5042,66.5515,14.92,97,100,3.08,RU,1717976193
503,durbuy,50.35,5.4667,12.82,81,36,1.49,BE,1717976193
504,malazgirt,39.1427,42.5401,15.36,52,32,2.04,TR,1717976194
505,ishigaki,24.3448,124.1572,28.07,100,75,4.12,JP,1717976195
506,taro,-8.3862,115.28,22.0,98,96,0.86,ID,1717976196
507,lagoa,39.05,-27.9833,18.25,76,61,4.67,PT,1717976196
508,selkirk,50.1436,-96.8845,19.08,44,14,2.24,CA,1717975917
509,linda,39.1277,-121.5508,33.51,39,0,5.14,US,1717976198
510,gobabis,-22.45,18.9667,10.14,66,46,6.32,NA,1717976199
511,colares,38.7992,-9.4469,18.2,87,100,4.02,PT,1717976200
512,loukhi,66.0764,33.0381,8.0,85,86,2.55,RU,1717976201
513,buta,2.7858,24.73,21.5,99,100,0.23,CD,1717976202
514,saint-pierre,-21.3393,55.4781,20.82,73,20,3.6,RE,1717976202
515,cascais,38.6979,-9.4215,18.3,87,100,4.02,PT,1717976092
516,fort morgan,40.2503,-103.8,22.36,73,0,7.72,US,1717976204
517,chinsali,-10.5414,32.0816,12.41,94,44,4.21,ZM,1717976050
518,dolbeau-mistassini,48.8763,-72.212,15.36,91,100,0.76,CA,1717976000
519,uniara,26.15,75.2167,33.04,27,87,1.77,IN,1717976206
520,pankovka,58.5,31.1999,13.39,87,94,2.13,RU,1717976208
521,muisne,0.6,-80.0333,23.83,88,100,5.24,EC,1717976209
522,cabras,39.93,8.5314,19.54,93,12,4.5,IT,1717976210
523,columbus,39.9612,-82.9988,25.29,31,40,8.23,US,1717976145
524,kalix,65.853,23.1565,7.48,91,100,2.46,SE,1717976212
525,saint-philippe,-21.3585,55.7679,20.77,85,52,4.67,RE,1717976213
526,yanam,16.7333,82.2167,27.23,77,78,1.72,IN,1717976213
527,malango,-2.9627,119.9001,21.91,93,54,0.62,ID,1717975923
528,cabedelo,-6.9811,-34.8339,24.37,81,8,6.47,BR,1717976217
529,igarka,67.4667,86.5833,7.23,95,84,6.26,RU,1717976217
530,ulladulla,-35.35,150.4667,12.31,76,40,3.48,AU,1717976091
531,sarkisla,39.3519,36.4098,11.91,90,1,1.67,TR,1717976219
